timestamp,sender,receiver
0.9323851802614,443,702
0.9382690472735306,54,350
0.9466251136196971,114,308
0.9540526591406916,327,505
0.9591782699028639,430,456
0.9676651012235222,446,531
0.9718584097094001,480,531
0.973296063807275,722,766
0.9734407280551056,114,308
0.975350169605678,318,449
0.9755382074912388,289,642
0.977096570796436,445,748
0.9807629175318612,47,135
0.983811888032489,97,716
0.9994603503412668,445,748
1.0006274079614226,688,693
1.0074847850534643,445,748
1.013578792810439,590,710
1.015861134065522,105,167
1.0166439062356945,38,485
1.0183832746744166,503,531
1.0222755858633252,340,556
1.0237317299180555,88,259
1.023828317854139,129,705
1.025433891680506,340,556
1.0280074750714834,88,259
1.0307954190174748,609,739
1.0327322373787555,88,259
1.0358847394254471,88,259
1.0392350414064195,594,646
1.0412449559238222,73,440
1.0422706727186837,105,167
1.0544593138827223,129,705
1.0547761648231082,129,705
1.0563682819075055,19,33
1.0593572120534056,88,259
1.0623787521653694,88,259
1.0624548918008805,409,534
1.069148696396086,291,508
1.0829539901018137,88,259
1.0926941596799415,435,701
1.1024986463122888,129,705
1.108181306852236,407,610
1.1230673203203416,129,705
1.128805764714878,129,705
1.135048978527386,129,705
1.142707640131314,37,754
1.1461061796877112,25,255
1.1510323461559084,326,338
1.156410186025831,305,324
1.1602003577020443,129,705
1.1605891194608473,224,738
1.1627459869782142,76,361
1.1632023317946334,224,699
1.1823628907071222,27,226
1.1870403407679666,238,278
1.190361054340997,248,250
1.1950793919298388,602,705
1.1977421531412331,734,775
1.1979868870311303,228,340
1.200043615036542,657,663
1.2115396218167418,8,297
1.2208576303058192,295,383
1.2462133977810554,61,557
1.2476836180024664,38,698
1.266934780081114,201,251
1.2685351925426056,191,334
1.2734649306535724,201,251
1.2750990240441415,191,334
1.2829677107599056,171,681
1.2853351915544944,82,548
1.2877795593606112,82,548
1.2880321331156608,38,478
1.290927823583286,555,562
1.2951499649551168,38,552
1.2959024769067775,263,673
1.3033576424254307,112,588
1.3165967374377778,253,342
1.3322324689891611,16,23
1.3353813188605834,38,552
1.3359796434640892,364,593
1.3748333744208028,116,283
1.3903869238164692,251,334
1.3995156162977218,191,356
1.4021517650948638,482,512
1.4070742502477445,57,135
1.4078081476026112,765,775
1.4195416998200945,98,223
1.4268805564774414,19,376
1.4276819521188724,193,445
1.433249017927381,229,408
1.4343401530716169,134,400
1.4407727738883749,61,354
1.4860655641555778,219,509
1.4863625764184525,287,619
1.4927208088503947,209,387
1.4966709283325417,117,147
1.502546050151189,117,147
1.5048643858565225,117,147
1.5080754011207165,149,737
1.5184829396009445,648,746
1.536561369962161,287,404
1.540601424111261,485,520
1.5448383141226252,224,648
1.5619764737288169,91,609
1.566124321950806,572,760
1.5894969537523056,165,386
1.5896780825985806,5,340
1.5999965065055417,38,195
1.6104132658243169,5,340
1.6111416630612472,20,31
1.613386980030272,131,324
1.6399573107560472,72,317
1.6442446776893416,131,324
1.6464417181412392,193,251
1.6514830938975034,193,251
1.6516238419214884,66,583
1.653147301342753,131,324
1.6554498590363391,193,251
1.6587592330243859,193,251
1.6602721752060776,131,426
1.6862447221411612,80,142
1.6963526056872469,479,494
1.701802907056278,498,750
1.7084114667442114,147,212
1.7124220147397775,129,551
1.7153823090924167,75,424
1.7315890844000723,609,736
1.739961314731175,489,772
1.744613032142322,191,567
1.7517847401565974,71,457
1.8055258897940307,42,401
1.8074444911877308,260,523
1.8123188292980197,13,129
1.8416239509979888,13,129
1.844932463169097,498,512
1.8529729160997612,118,603
1.8635954672098165,738,754
1.8738105869955501,56,130
1.8845918967326472,113,259
1.9114548705021528,187,567
1.934065086377992,612,752
1.9542052776283696,13,103
1.96487031645245,38,72
1.973858971661992,38,72
1.9871766438749112,75,456
2.0097668244441365,606,779
2.0176237016254,29,694
2.0284944553507693,29,694
2.0309791407320223,72,161
2.034380663699576,92,201
2.0393611078129856,295,383
2.0470644725031333,27,191
2.0551272781027694,150,570
2.059611731701428,206,666
2.063906729155117,726,749
2.064245857596397,72,161
2.0698807642194974,364,511
2.0734138241741387,72,161
2.0757409218947083,150,570
2.1061310677395912,287,619
2.109803799059655,92,350
2.125800321367053,193,457
2.131659937169817,206,653
2.1352091890573504,193,457
2.136099255416128,193,457
2.13717935734325,76,649
2.1404314978917443,72,193
2.1431564248932724,193,457
2.1450284581714194,105,140
2.1496036277214694,21,134
2.150884357094764,72,193
2.1593582926856136,167,656
2.170684488217036,80,485
2.1863610939184834,84,474
2.1953000539541248,253,256
2.2303417669402217,118,193
2.240248553421761,237,377
2.2604844710561967,95,131
2.2697101496325613,166,657
2.2747857018311812,454,772
2.3057736802101143,186,279
2.3091060452328778,478,576
2.319265539182558,29,57
2.3291944664054443,625,706
2.4095233496692448,332,756
2.4641858431365753,54,703
2.465206682019764,38,443
2.4912693944904527,541,577
2.510298487212922,619,724
2.5119669871860086,25,56
2.51422086417675,295,383
2.525678329600228,25,56
2.526600380738575,25,56
2.53905412024922,618,643
2.5418408298492445,25,56
2.54265140891075,3,13
2.544316778116756,118,445
2.5624659321043217,625,706
2.608593380848567,191,435
2.612251086632411,191,435
2.622449322210417,207,246
2.6281902678145297,213,494
2.6302240037255813,213,494
2.631836141016747,38,505
2.6683616217639723,31,515
2.670339782436689,131,482
2.6836267645491505,400,552
2.697499017318089,157,623
2.707701827088992,54,694
2.708996927208369,367,617
2.7297772210174145,38,592
2.7583856056133915,38,161
2.7710090873638777,256,348
2.7779318008158054,404,583
2.818725054131612,134,381
2.822146147158417,267,710
2.825110018452,96,295
2.8273480696810562,141,157
2.8786176447735827,212,265
2.9120527901252222,31,731
2.920748187899584,221,409
2.9248174208402498,131,445
2.9324978537691946,31,731
2.954306270016556,233,350
2.973802856736721,23,545
2.998925156460861,327,515
3.0004031762811945,82,447
3.0086969107389443,206,267
3.0238682207134167,107,465
3.029373012383778,107,465
3.0334207410282503,116,319
3.03637958195475,331,383
3.0487425839238615,116,319
3.0537344997458886,404,588
3.058275310529611,172,277
3.0722605650292496,287,618
3.1367547293504163,279,690
3.166178400847639,340,759
3.168656550579611,707,708
3.187224693298333,38,161
3.189651840991444,212,310
3.1918706727690287,340,771
3.1981810951895278,279,690
3.2236418598228056,54,148
3.2357420184214996,79,410
3.2368929692771666,50,350
3.2642497698466117,141,736
3.2675096917814725,464,587
3.2849443354209167,212,736
3.3030833130412502,13,696
3.3043161721361947,466,522
3.313720388544916,570,642
3.3611233400636107,245,540
3.448367475072556,84,192
3.4599868750572225,156,558
3.4640206262800564,172,277
3.5019865653912228,223,662
3.5207265195581665,188,201
3.5466802908314725,193,346
3.556439716882166,28,191
3.5587039742867224,191,260
3.5591892582178057,28,191
3.5792084762122776,229,705
3.6010647424062223,13,731
3.605294483304028,13,731
3.6250909011231673,249,629
3.6762984457280834,618,754
3.6859865175353055,21,213
3.6895983278089166,618,754
3.6908237117528886,672,749
3.69153013871775,618,754
3.7006426046291945,36,769
3.7016910524500832,690,760
3.744119866953944,141,620
3.7538967040512214,229,340
3.766024149192695,105,200
3.838994489709528,331,719
3.8400128831466116,719,737
3.849310928450695,124,147
3.864850039018528,147,661
3.8679150593943055,754,757
3.8712665889660562,754,757
3.8929780344830553,67,552
3.923478130499528,36,377
3.9245534051126953,67,533
4.000182561675694,570,656
4.155989656845722,268,763
4.18182350688511,97,392
4.234360224670834,192,297
4.336237955292055,250,560
4.34629672050475,199,250
4.364823224941889,73,127
4.4330461921956665,613,724
4.441188255084889,643,665
4.445325375927807,132,344
4.455199430055084,132,344
4.458064358035722,124,346
4.462458353439972,132,344
4.477098971671528,665,729
4.5969748974508615,619,648
4.601577090952139,85,279
4.693664726085139,230,769
4.6982345351245565,398,486
4.701849020984444,67,233
4.710047521856083,46,329
4.710694067544416,745,749
4.734471150305528,223,380
4.744729710221278,295,404
4.7504767283466105,73,193
4.764935104052221,93,702
4.765442812045417,216,602
4.7669394518269455,41,139
4.7771336177985,13,462
4.813854997886557,93,193
4.832146917316639,66,406
4.846946773396612,103,494
4.852862243519889,398,552
4.872036426067361,212,266
4.89601855688625,27,523
4.901477268139527,442,555
4.904800865583946,129,487
4.936692623893416,643,728
4.968298552632333,595,631
4.985632004208028,59,405
4.988818598654527,682,723
5.0274824744463045,451,555
5.030525118443694,309,645
5.065108006265417,13,200
5.074988061587028,353,477
5.129317763381528,331,648
5.212947576973169,127,213
5.2192878475454165,612,624
5.221866683496361,174,215
5.237309080229861,129,133
5.255819680889443,14,161
5.256556384232304,198,762
5.267069914937029,648,682
5.275231688287528,265,359
5.289105461107361,582,778
5.340078549053943,190,207
5.34238672276339,242,259
5.343770802153473,2,343
5.372177297075584,634,706
5.403423872590055,52,260
5.420077819360639,16,118
5.432418138782195,722,736
5.437885016600279,33,324
5.441851227747082,200,278
5.443207816282917,42,381
5.444211323592389,340,623
5.45026279118325,335,533
5.451338374084889,665,769
5.474759275979473,509,715
5.479955878522666,33,53
5.488554258743917,95,179
5.499470847381472,80,371
5.5013128832976115,405,406
5.505721933709251,188,263
5.512622009979362,287,613
5.536293143630028,613,615
5.5365347660912505,41,69
5.540411737495,477,549
5.547806691394917,459,531
5.554519711203056,106,586
5.5563242859972775,84,185
5.556329210400582,37,627
5.614708849787721,694,702
5.631138320962582,198,709
5.6560451069143065,320,702
5.656298676596752,54,483
5.656596357491278,125,373
5.663633023103082,66,70
5.664876012802111,49,179
5.666046427090973,139,325
5.667763130068778,125,468
5.6786375362343335,555,604
5.6789591623015,453,555
5.680807170338111,551,694
5.6886121609475815,340,356
5.693394082453527,139,313
5.697443121473,119,189
5.717429547243639,322,452
5.721231055590834,328,544
5.724050321645196,695,706
5.726964049008168,116,216
5.732212848795777,19,539
5.732279657324166,331,612
5.735430517594027,212,266
5.735709197852334,630,663
5.738555034067888,216,252
5.7449304107825006,315,340
5.75301934527025,489,778
5.760825799703611,75,179
5.768021746410277,19,401
5.771715112394752,41,118
5.780023711986001,201,449
5.788725238773557,193,337
5.789728528526084,129,485
5.798209051887194,116,271
5.799340172409999,45,250
5.799647215008721,201,216
5.803510831793139,447,486
5.803565487530499,100,133
5.815916049083081,546,569
5.820994676351554,42,393
5.827972578803693,94,252
5.83210779892075,187,287
5.834595877130831,13,54
5.83825150728225,163,582
5.842746854225807,404,763
5.847119729585111,247,728
5.847778619395361,435,460
5.850590827398834,209,688
5.854702753623331,131,556
5.8569394670592505,361,694
5.866116357578168,40,297
5.87358364032375,28,175
5.882451510032027,54,297
5.885694101585277,85,702
5.892664946582582,198,464
5.899140369958362,70,294
5.900276135603584,340,462
5.909536661638168,12,161
5.911408211522637,331,588
5.9115913228193895,457,487
5.921642943090861,35,190
5.940994630787111,634,734
5.943668993446557,694,702
5.946329068011695,353,514
5.947350300153083,690,768
5.9496083823177495,155,373
5.954218941198443,154,162
5.954223219553639,4,722
5.956896987226278,87,106
5.977473972969582,51,236
5.9786554782258055,63,694
5.9870179188251385,209,216
5.9914151323503875,2,464
5.993422779043528,98,359
5.999991789129054,615,763
6.00122778177261,236,505
6.003161373138418,100,125
6.007704437441306,79,152
6.010112800598138,251,601
6.013360662923918,70,346
6.015115514331389,214,756
6.018529395990888,13,312
6.018848623633389,40,102
6.020170189672055,73,425
6.022316809693973,54,536
6.025337079167361,21,329
6.0362376362085275,430,444
6.041438016295445,242,657
6.0492025717099445,726,728
6.054913568562944,86,714
6.057541116939639,14,374
6.0594607207510265,154,729
6.0605826899078075,54,70
6.067204225460694,73,657
6.0685103320413045,202,556
6.068786002861138,84,86
6.06979051815139,152,174
6.08242818315825,84,198
6.0837442703379425,124,422
6.090369161433638,340,653
6.096512891186611,42,105
6.097302987906666,86,564
6.100454306801167,236,508
6.111880985829557,120,763
6.116067625747777,137,159
6.120053582655054,526,569
6.1206594255897775,706,710
6.123366852270221,407,725
6.1301473957300265,5,741
6.1308732606305005,24,571
6.132289294931611,329,747
6.13409969362947,57,675
6.135766352150169,706,710
6.136451683441805,287,732
6.139723103245112,582,700
6.140514282319278,54,95
6.140628459983388,21,350
6.1438822916481115,71,373
6.1499697335561105,126,147
6.15092701527808,227,540
6.159264854788778,170,722
6.1621049636602505,601,669
6.16470127907064,355,638
6.1653236352735,103,227
6.1675629065434165,70,767
6.170219921469696,683,737
6.172759665317002,310,725
6.173719141417084,736,768
6.175080372889832,16,644
6.182074378927556,135,775
6.182600785162723,541,762
6.183269881473638,40,161
6.192477175792058,153,578
6.192800754573611,511,551
6.194784828623138,131,188
6.2030632065402225,200,603
6.206634772618612,66,226
6.210801024966778,160,320
6.2130185919337775,16,70
6.2147216172350825,275,297
6.2162063401275285,115,396
6.2176061354743055,337,771
6.218971151047278,143,557
6.219427317314667,329,590
6.221189939048555,466,504
6.228971405824027,189,330
6.232230382760362,49,214
6.234275339378249,320,330
6.2375616119967505,293,729
6.237743597626693,201,250
6.239899120198362,250,485
6.241696302956999,177,761
6.2435522926516125,124,339
6.2442275024122775,106,508
6.246569559441666,266,418
6.248415630526,38,250
6.248482717672973,17,688
6.248581372631918,13,105
6.249088335633278,447,468
6.249607031146693,125,169
6.24966009186375,530,550
6.2545360701613895,453,531
6.2546422517299725,97,328
6.254750207397668,216,239
6.262684225175112,27,539
6.2639933572875,4,754
6.264691534241027,467,521
6.2685227091445,236,586
6.2687113377783055,277,482
6.268883426520556,84,119
6.269440915849473,222,702
6.269979760713056,153,578
6.270760114722779,21,259
6.272207537425888,70,536
6.272275200949777,230,611
6.273450902104388,51,113
6.273879872825416,215,378
6.282199724051695,124,277
6.282217916448915,94,718
6.283256815539472,93,193
6.283263794448638,299,557
6.285778286457057,28,209
6.28962469253275,620,684
6.28996499015225,124,277
6.2911382628811685,77,153
6.297411164045331,121,462
6.298771293030835,22,698
6.300170660813639,19,198
6.307210599978777,1,170
6.308618015448251,235,543
6.3093860512309705,73,317
6.313524781664222,44,278
6.3137628091043885,213,420
6.314485940469639,179,406
6.3167069427834726,44,137
6.3167764156394455,54,402
6.323176536824973,70,420
6.3241013554731955,27,289
6.326411815550583,119,396
6.326522771914807,222,373
6.330598733756277,111,573
6.331225554280804,214,464
6.3323207472430285,40,389
6.333530802859193,736,767
6.33673090868525,86,762
6.337875644564639,39,72
6.338055999610168,44,70
6.339206844899389,298,509
6.339233603808611,192,494
6.339335682921944,4,661
6.348324036333307,138,267
6.351769507659805,153,556
6.353024977776747,181,733
6.353077719211584,106,263
6.3545354643133045,570,719
6.354558345079416,458,521
6.355129218962443,216,228
6.355345092548277,37,638
6.357391970157613,373,702
6.358004945582807,348,478
6.366680981583055,153,339
6.36831217057175,54,173
6.368556565642361,319,436
6.373215318852002,135,410
6.373444845676416,121,320
6.374004585080668,248,324
6.3748747245470545,100,360
6.376250945594583,57,94
6.377592123614416,54,545
6.3798077255487495,364,390
6.379881312251085,473,531
6.3809090067943055,337,723
6.382050693300028,233,484
6.382282448543445,40,242
6.382431837850139,13,527
6.382672063046027,541,762
6.3839106188880015,627,719
6.384303936627166,127,765
6.384482762217528,275,482
6.387374589443192,54,400
6.389701564576889,135,153
6.393631249467528,45,339
6.397231837974666,713,771
6.399598885311028,379,618
6.4014487808942775,115,168
6.401697192457,54,153
6.404181802206554,21,543
6.404228619734443,111,129
6.406642334262528,93,578
6.406873792343668,289,538
6.407124901413916,94,153
6.409252886242332,190,625
6.411363594796917,57,153
6.412334093650193,36,372
6.412375556031862,247,656
6.412560005784028,458,521
6.416434828374113,41,125
6.4166083776288625,277,373
6.416812013255223,320,392
6.419242484635777,250,347
6.419457731710527,142,147
6.420127145581777,70,123
6.4220720636182484,298,358
6.422358880374168,177,289
6.4230836388137496,509,531
6.424957959519499,153,348
6.425313127703139,131,778
6.426272714270472,306,339
6.428251828749972,24,86
6.428307078282027,216,351
6.42929252074825,114,422
6.429909565382527,111,172
6.430434939199027,100,265
6.431493950221278,672,734
6.4331034717957225,637,700
6.435550153917752,381,767
6.4369641143745815,251,601
6.43903711014325,106,325
6.4397592031293325,13,22
6.441969761318639,135,185
6.443747312029194,289,392
6.443938888377612,297,541
6.444043148027528,153,426
6.445245792402169,59,113
6.445346497297278,453,585
6.4494745639960005,54,484
6.449651972783946,233,705
6.451916606624918,54,506
6.4528558086686685,164,732
6.453335736195251,726,752
6.454009107483751,726,752
6.454477685756168,634,729
6.457472310264919,40,344
6.457732516593416,518,531
6.461876210371666,215,355
6.4628823744588315,199,277
6.4662187227275565,736,768
6.467562526530694,289,358
6.468253531389777,324,402
6.470896975199389,211,609
6.4711712372303065,63,319
6.472791159815251,199,277
6.473973849945612,174,696
6.474092324177418,42,198
6.474643551508581,276,331
6.4776469191577775,51,447
6.478489053448027,37,156
6.482065980633111,291,614
6.4853616937663885,479,551
6.486491198142362,114,762
6.486761343015556,612,686
6.487073739634612,280,289
6.4874717309077505,62,538
6.487899908224751,670,722
6.489516260292807,306,649
6.490251885785001,143,229
6.491658384336361,19,40
6.491712841987611,54,711
6.492620628078778,75,342
6.495964142680166,645,649
6.496020731859749,402,556
6.496196167071665,16,153
6.498998291227555,424,645
6.503260722027888,203,673
6.506941632231084,579,644
6.5119880553086675,272,320
6.513629399935416,70,370
6.513799109525138,44,736
6.5155305330620825,216,494
6.515567595892472,189,757
6.516964921686388,108,705
6.520613794525473,115,754
6.520990040103582,114,541
6.522301423682111,73,547
6.522538960443613,621,660
6.52303263690736,2,478
6.526324791775807,113,689
6.526403122809193,44,156
6.527346654997944,94,153
6.528721295926307,13,750
6.5310502574178875,224,660
6.532105097836917,31,445
6.532556197378361,13,289
6.533218339085585,590,729
6.5377315669589455,256,694
6.540034829378137,451,476
6.5403489329417495,479,551
6.5407750598589445,590,729
6.542538467778112,118,601
6.5432685483826685,103,731
6.545197433167028,199,505
6.5462130579683615,387,738
6.547792430652501,254,359
6.548420443071247,138,231
6.549005037811055,13,280
6.550942513214222,44,183
6.553187364008695,46,200
6.555181604756251,13,70
6.5553939839204185,63,152
6.557336363726195,196,601
6.558204158544528,139,457
6.5624329618613055,174,696
6.564993772506722,251,725
6.5659711832470276,289,340
6.566666058831752,339,717
6.568103653324973,81,639
6.570080811646251,128,539
6.5717340115706095,21,560
6.5721905581818625,590,774
6.572629621095139,140,746
6.574213190608555,77,696
6.574308124846889,224,642
6.574387099941584,13,289
6.575277184844028,224,378
6.576831282840834,308,386
6.576991957028695,100,469
6.577341879208889,546,550
6.578232531746223,250,271
6.579429524408443,637,709
6.57980590310361,445,484
6.579874724745751,620,722
6.5806988451215815,387,436
6.5808845251798616,216,271
6.580907921658612,13,362
6.5841649376683895,152,247
6.5847430489460566,254,527
6.586138060026692,446,569
6.586925407515639,279,722
6.5892887938685005,160,479
6.589468955265138,310,445
6.594825588928334,166,399
6.595307328568556,103,543
6.596070238418054,287,538
6.598011184599668,670,728
6.5980285948515,155,398
6.598684824837582,215,431
6.599953217109055,50,134
6.6040516430139435,132,166
6.604106097221361,227,746
6.605503835943001,339,648
6.606474805341834,153,216
6.607515166997915,552,564
6.608310615486555,536,573
6.609154548976168,80,445
6.611238277951889,70,508
6.615856410728553,80,445
6.61633446971575,661,688
6.617209033237555,100,307
6.617470009591832,310,590
6.618845251070138,26,315
6.61901598513125,61,116
6.619065826667668,152,740
6.6240869096252775,36,572
6.626371092531418,177,227
6.627118166155277,198,480
6.6275054954158055,62,353
6.628763354221972,344,699
6.629610394106972,100,469
6.6328793781995845,114,360
6.633687139948223,153,250
6.6341559220685005,24,400
6.6359073434935585,100,213
6.636097832719472,311,578
6.637212348580363,302,378
6.637883166869472,73,709
6.6382906323671405,236,277
6.638825576967666,242,657
6.639577021069,594,667
6.6399543935722765,153,330
6.640080221229138,224,340
6.640955257217081,13,561
6.643394945462557,94,538
6.643907446000304,47,463
6.644580018652805,153,578
6.644666408830223,153,262
6.646692317459308,57,192
6.647406984302722,54,153
6.648770190609832,54,153
6.649325249791138,242,578
6.653328047792113,153,174
6.6533285517825,70,153
6.653548574977443,106,214
6.654845004214194,103,731
6.6555508522192515,77,477
6.656181014378863,307,640
6.657495880259418,153,212
6.659316265053223,645,678
6.659589673479389,90,547
6.65966700534025,13,243
6.661155784858612,132,154
6.6621347575055285,153,578
6.662195989754473,156,770
6.662204805612557,45,551
6.664100642270499,70,153
6.664513347943612,451,541
6.664688378175111,111,771
6.665831927988278,334,552
6.666109102037223,254,759
6.666996777719916,60,705
6.667183553907611,13,645
6.667667867143943,339,701
6.668976910180528,226,238
6.669081308576804,400,702
6.6692423727114996,153,578
6.669715428418582,126,360
6.67022872057225,259,629
6.6706711239947225,236,505
6.67119670636125,153,216
6.67136829654375,60,705
6.671933527919973,123,290
6.6726842440499174,753,757
6.672880737185472,100,694
6.674751384456943,609,700
6.676180483301471,93,578
6.677451889846057,682,688
6.677653428713473,611,669
6.67973229335414,103,743
6.679733618828973,3,426
6.679789826406361,271,320
6.679837215079193,153,447
6.6816706011692775,339,587
6.6828787865903605,157,736
6.683447924455,200,583
6.684090830352584,106,339
6.684512006905331,126,289
6.6864117889271935,468,509
6.689146378040304,404,588
6.689679204556666,140,185
6.690068760845389,107,339
6.691394391258554,294,472
6.691652530564194,180,344
6.694922268324418,44,339
6.6951158100366674,285,759
6.695435434182472,40,41
6.6971347863806665,3,593
6.697431540489192,387,396
6.6976735303799435,670,737
6.697982576688139,153,339
6.699388171964222,3,153
6.699911773138585,117,216
6.700206769373693,621,753
6.701240301529558,125,262
6.7017922504080545,70,360
6.701797370182137,250,400
6.704500128891723,445,458
6.7045369789335565,143,419
6.704762862920751,247,355
6.704783723884167,84,531
6.705846078263389,100,350
6.706725158757639,488,551
6.707912758655031,3,157
6.708145879043473,121,252
6.7110121689902495,26,452
6.711079633898196,38,465
6.713869674272,72,213
6.715434894959139,44,166
6.7162808199723605,3,582
6.7164317861530565,299,355
6.718959747420418,100,457
6.721701808704277,128,694
6.7225110813644156,60,705
6.723091012901723,275,488
6.724304156170946,663,678
6.724693292644278,16,578
6.72516138282086,174,313
6.725482573443,40,239
6.726139843795028,12,44
6.726359820763276,306,405
6.726778889960723,44,180
6.727102238734555,134,191
6.728050149083138,45,101
6.728926013112055,228,315
6.72973471171325,193,479
6.730630868474639,250,587
6.731259893510082,527,626
6.7314986911085,72,203
6.7320034746991375,209,602
6.732396678394751,135,360
6.7332139271497775,295,756
6.7332896374993885,3,117
6.736099264224361,121,573
6.736965337196972,679,687
6.737427288757415,511,538
6.7390520150793884,495,549
6.7402629025115015,573,720
6.740722381936168,297,731
6.741977798872527,678,683
6.7430022897323045,62,235
6.743161532084138,216,278
6.744804310798638,354,750
6.746857265167778,49,250
6.747592079970584,373,747
6.748155581686222,12,207
6.751817032231222,330,408
6.752075969643056,125,449
6.752645078367666,72,573
6.75386989090178,73,242
