1.0,1.0,1.0,-0.41020968931173096
1.0,1.0,2.0,-0.5459073520917161
1.0,1.0,3.0,-0.5033729302905526
1.0,1.0,4.0,-0.32986251871788413
1.0,1.0,5.0,-0.23133992819836804
1.0,1.0,6.0,-0.33792926052433586
1.0,1.0,7.0,-0.4535789052323837
1.0,1.0,8.0,-0.558967585735446
1.0,1.0,9.0,-0.542478796235821
1.0,1.0,10.0,-0.4634345497537493
1.0,1.0,11.0,-0.4250517431717297
1.0,1.0,12.0,-0.5043526627395974
1.0,1.0,13.0,-0.5065445158664899
1.0,1.0,14.0,-0.448893881523184
1.0,1.0,15.0,-0.3919975439496716
1.0,1.0,16.0,-0.3773716985289054
1.0,1.0,17.0,-0.3130471362630703
1.0,1.0,18.0,-0.16000853331588996
1.0,1.0,19.0,0.059651770390836495
1.0,1.0,20.0,0.13179985792130028
1.0,1.0,21.0,0.1479870327426372
1.0,1.0,22.0,0.3418724223166562
1.0,1.0,23.0,0.42637360286694453
1.0,2.0,1.0,0.5386640822703552
1.0,2.0,2.0,0.75686900927503
1.0,2.0,3.0,0.5525707447152216
1.0,2.0,4.0,0.392364389894922
1.0,2.0,5.0,0.16426954465540589
1.0,2.0,6.0,-0.07954117546958943
1.0,2.0,7.0,-0.3183700092055019
1.0,2.0,8.0,-0.4420333827979059
1.0,2.0,9.0,-0.5026980350194707
1.0,2.0,10.0,-0.527111705808405
1.0,2.0,11.0,-0.5158416506335485
1.0,2.0,12.0,-0.43174009053053153
1.0,2.0,13.0,-0.4567077491887482
1.0,2.0,14.0,-0.43927000359404433
1.0,2.0,15.0,-0.4274533630805471
1.0,2.0,16.0,-0.46760499663091404
1.0,2.0,17.0,-0.6562717421933568
1.0,2.0,18.0,-0.7855337719317854
1.0,2.0,19.0,-0.7753685579742513
1.0,2.0,20.0,-0.7015879267528525
1.0,2.0,21.0,-0.8259872878527645
1.0,2.0,22.0,-0.9990314087645555
1.0,2.0,23.0,-1.0982251260907963
2.0,1.0,1.0,-0.5488426781596026
2.0,1.0,2.0,-0.8030024342585134
2.0,1.0,3.0,-0.8253683683052596
2.0,1.0,4.0,-0.9583835230941788
2.0,1.0,5.0,-0.8769477213726102
2.0,1.0,6.0,-0.6123496960338208
2.0,1.0,7.0,-0.5152821558489655
2.0,1.0,8.0,-0.5638258808311408
2.0,1.0,9.0,-0.5744755644368188
2.0,1.0,10.0,-0.4987791366837141
2.0,1.0,11.0,-0.4658374045882219
2.0,1.0,12.0,-0.44382075485610145
2.0,1.0,13.0,-0.4220368864646409
2.0,1.0,14.0,-0.41000839316719845
2.0,1.0,15.0,-0.39410148952010876
2.0,1.0,16.0,-0.36978498782842306
2.0,1.0,17.0,-0.4246280423164841
2.0,1.0,18.0,-0.6027654767470128
2.0,1.0,19.0,-0.7684989254766867
2.0,1.0,20.0,-0.6771262907390443
2.0,1.0,21.0,-0.8056071870278046
2.0,1.0,22.0,-1.0166726635425782
2.0,1.0,23.0,-1.182438566322465
2.0,2.0,1.0,-0.36851986958836946
2.0,2.0,2.0,-0.5148158841912467
2.0,2.0,3.0,-0.4535511825601296
2.0,2.0,4.0,-0.4143301924361994
2.0,2.0,5.0,-0.3359017191223047
2.0,2.0,6.0,-0.26317590787407774
2.0,2.0,7.0,-0.28167356112143527
2.0,2.0,8.0,-0.3225117699475124
2.0,2.0,9.0,-0.4533330797131768
2.0,2.0,10.0,-0.5637277254732546
2.0,2.0,11.0,-0.535326703192689
2.0,2.0,12.0,-0.3848870402708169
2.0,2.0,13.0,-0.375508545806332
2.0,2.0,14.0,-0.42944840605409346
2.0,2.0,15.0,-0.45905043320048367
2.0,2.0,16.0,-0.46752773136899656
2.0,2.0,17.0,-0.4503127046212186
2.0,2.0,18.0,-0.31394604470467474
2.0,2.0,19.0,-0.24996699048664198
2.0,2.0,20.0,-0.07821447682182806
2.0,2.0,21.0,-0.090432491958982
2.0,2.0,22.0,-0.04219049374095159
2.0,2.0,23.0,0.033796966637847724
3.0,1.0,1.0,0.06315063652896
3.0,1.0,2.0,0.055343380868366224
3.0,1.0,3.0,-0.06404524342729367
3.0,1.0,4.0,-0.15938818144419992
3.0,1.0,5.0,-0.23454822602927347
3.0,1.0,6.0,-0.29304347291543476
3.0,1.0,7.0,-0.4554762881103493
3.0,1.0,8.0,-0.5216675014029832
3.0,1.0,9.0,-0.4951142765561384
3.0,1.0,10.0,-0.4442151977237732
3.0,1.0,11.0,-0.4517682575854928
3.0,1.0,12.0,-0.4359747305968549
3.0,1.0,13.0,-0.34829518927912906
3.0,1.0,14.0,-0.33566637961790674
3.0,1.0,15.0,-0.3247530621633618
3.0,1.0,16.0,-0.2841137987241804
3.0,1.0,17.0,0.022110059982905543
3.0,1.0,18.0,0.3889204864566469
3.0,1.0,19.0,0.5464307501990759
3.0,1.0,20.0,0.5816834091047844
3.0,1.0,21.0,0.5394136897773976
3.0,1.0,22.0,0.7624432098507266
3.0,1.0,23.0,0.9019204690323063
3.0,2.0,1.0,-0.2541764805141389
3.0,2.0,2.0,-0.4165239172358684
3.0,2.0,3.0,-0.3762938934376466
