"Start.Date" "StartStation.Id" "EndStation.Id"
1636.60668706894 74 288
1643.09848070145 662 683
1671.20686244965 387 675
1673.35245966911 290 455
1695.36744880676 134 321
1709.9515247345 217 253
1715.30960297585 129 349
1730.02085733414 60 329
1739.55926513672 208 329
1753.66415166855 64 420
1830.58317375183 113 188
1859.10887908936 39 593
1868.88155460358 663 758
1881.16352772713 252 335
1901.45371079445 273 645
1942.19999361038 69 425
1951.50514864922 553 695
1957.92025256157 213 583
1998.68259954453 74 86
2011.26003241539 470 498
2035.81294965744 10 132
2052.38242983818 119 132
2092.99625825882 689 701
2099.70711565018 333 341
2111.77166748047 236 553
2135.02437281609 161 403
2152.57835245132 288 354
2177.19877529144 353 584
2186.71154737473 295 594
2198.79254436493 651 723
2207.72638440132 501 506
2215.43145251274 222 770
2231.79915738106 655 753
2272.98753762245 216 761
2286.12080001831 161 178
2315.24222970009 651 723
2340.29400372505 239 306
2347.12378764153 149 160
2361.03832650185 39 574
2373.68083834648 498 553
2386.05186581612 488 513
2402.94964241982 595 667
2426.84700942039 488 513
2443.19213438034 444 483
2449.51445055008 354 658
2494.30097985268 695 749
2502.34722280502 272 549
2507.38446593285 643 771
2527.74700784683 117 335
2540.80451107025 616 696
2566.35810256004 127 319
2570.02543258667 14 234
2570.91567468643 127 319
2599.42573285103 74 641
2629.3161342144 127 319
2640.05039954185 298 773
2648.45262432098 127 319
2677.67700910568 85 278
2681.90514087677 39 719
2682.23738837242 128 755
2742.85240602493 151 603
2800.94387960434 11 193
2804.68454360962 189 227
2844.00686478615 410 591
2885.31986403465 98 749
2890.66749739647 308 532
2913.71560549736 40 251
2940.34661746025 163 224
2953.98850440979 128 187
3010.5907356739 252 564
3018.62577772141 252 564
3044.05558300018 58 251
3045.97543764114 252 564
3084.12814807892 252 564
3113.58338427544 252 564
3190.67820334435 348 524
3196.52875041962 213 332
3202.71618652344 601 616
3217.85105609894 216 231
3254.74616551399 122 200
3304.02025175095 178 230
3316.49623823166 43 188
3324.74214076996 235 409
3352.75734353065 539 645
3356.58664894104 444 703
3377.76857018471 55 351
3407.85040903091 115 309
3434.58957290649 328 506
3453.04177165031 431 457
3483.59436440468 447 532
3498.69027495384 481 532
3503.86582970619 723 767
3504.38662099838 115 309
3511.26061058044 319 450
3511.93754696846 290 643
3517.54765486717 446 749
3530.7465031147 48 136
3541.72279691696 98 717
3598.05726122856 446 749
3602.25866866112 689 694
3626.94522619247 446 749
3648.88365411758 591 711
3657.10008263588 106 168
3659.9180624485 39 486
3666.1797888279 504 532
3680.19210910797 341 557
3685.434227705 89 260
3685.7819442749 130 706
3691.56201004982 341 557
3700.82691025734 89 260
3710.86350846291 610 740
3717.83605456352 89 260
3729.18506193161 89 260
3741.24614906311 595 647
3748.48184132576 74 441
3752.17442178726 106 168
3796.0535299778 130 706
3797.19419336319 130 706
3802.92581486702 20 34
3813.68596339226 89 260
3824.56350779533 89 260
3824.83761048317 410 535
3848.93530702591 292 509
3898.63436436653 89 260
3933.69897484779 436 702
3968.99512672424 130 706
3989.45270466805 408 611
4043.04235315323 130 706
4063.70075297356 130 706
4086.17632269859 130 706
4113.74750447273 38 755
4125.98224687576 26 256
4143.71644616127 327 339
4163.07666969299 306 325
4176.72128772736 130 706
4178.12083005905 225 739
4185.88555312157 77 362
4187.52839446068 225 700
4256.50640654564 28 227
4273.34522676468 239 279
4285.29979562759 249 251
4302.28581094742 603 706
4311.87175130844 735 776
4312.75279331207 229 341
4320.15701413155 658 664
4361.54263854027 9 298
4395.08746910095 296 384
4486.3682320118 62 558
4491.66102480888 39 699
4560.96520829201 202 252
4566.72669315338 192 335
4584.47375035286 202 252
4590.35648655891 192 335
4618.68375873566 172 682
4627.20668959618 83 549
4636.0064136982 83 549
4636.91567921638 39 479
4647.34016489983 556 563
4662.53987383842 39 553
4665.2489168644 264 674
4692.08751273155 113 589
4739.748254776 254 343
4796.03688836098 17 24
4807.3727478981 39 553
4809.52671647072 365 594
4949.40014791489 117 284
5005.39292573929 252 335
5038.2562186718 192 357
5047.74635434151 483 513
5065.46730089188 58 136
5068.1093313694 766 776
5110.35011935234 99 224
5136.77000331879 20 377
5139.65502762794 194 446
5159.69646453857 230 409
5163.62455105782 135 401
5186.78198599815 62 355
5349.83603096008 220 510
5350.90527510643 288 620
5373.79491186142 210 388
5388.01534199715 118 148
5409.16578054428 118 148
5417.51178908348 118 148
5429.07144403458 150 738
5466.5385825634 649 747
5531.62093186378 288 405
5546.16512680054 486 521
5561.41793084145 225 649
5623.11530542374 92 610
5638.0475590229 573 761
5722.1890335083 166 387
5722.84109735489 6 341
5759.98742341995 39 196
5797.48775696754 6 341
5800.10998702049 21 32
5808.19312810898 132 325
5903.84631872177 73 318
5919.28083968163 132 325
5927.19018530846 194 252
5945.33913803101 194 252
5945.84583091736 67 584
5951.33028483391 132 325
5959.61949253082 194 252
5971.53323888779 194 252
5976.97983074188 132 427
6070.48099970818 81 143
6106.86938047409 480 495
6126.4904654026 499 751
6150.28128027916 148 213
6164.7192530632 130 552
6175.3763127327 76 425
6233.72070384026 610 737
6263.86073303223 490 773
6280.60691571236 192 568
6306.42506456375 72 458
6499.89320325851 43 402
6506.80016827583 261 524
6524.34778547287 14 130
6629.84622359276 14 130
6641.75686740875 499 513
6670.70249795914 119 604
6708.94368195534 739 755
6745.71811318398 57 131
6784.53082823753 114 260
6881.23753380775 188 568
6962.63431096077 613 753
7035.13899946213 14 104
7073.53313922882 39 73
7105.89229798317 39 73
7153.83591794968 76 457
7235.16056799889 607 780
7263.44532585144 30 695
7302.58003926277 30 695
7311.52490663528 73 162
7323.77038931847 93 202
7341.69998812675 296 384
7369.43210101128 28 192
7398.45820116997 151 571
7414.60223412514 207 667
7430.06422495842 727 750
7431.28508734703 73 162
7451.57075119019 365 512
7464.2897670269 73 162
7472.66731882095 151 571
7582.07184386253 288 620
7595.29367661476 93 351
7652.88115692139 194 458
7673.97577381134 207 654
7686.75308060646 194 458
7689.95731949806 194 458
7693.8456864357 77 650
7705.55339241028 73 194
7715.36312961578 194 458
7722.10244941711 106 141
7738.57305979729 22 135
7743.18368554115 73 194
7773.68985366821 168 657
7814.46415758133 81 486
7870.89993810654 85 475
7903.08019423485 254 257
8029.2303609848 119 194
8064.89479231834 238 378
8137.74409580231 96 132
8170.95653867722 167 658
8189.22852659225 455 773
8300.78524875641 187 280
8312.78176283836 479 577
8349.35594105721 30 58
8385.1000790596 626 707
8674.28405880928 333 757
8871.06903529167 55 704
8874.74405527115 39 444
8968.56982016563 542 578
9037.07455396652 620 725
9043.08115386963 26 57
9051.1951110363 296 384
9092.44198656082 26 57
9095.76137065887 26 57
9140.59483289719 619 644
9150.62698745728 26 57
9153.5450720787 4 14
9159.54040122032 119 446
9224.87735557556 626 707
9390.93617105484 192 436
9404.10391187668 192 436
9440.8175599575 208 247
9461.48496413231 214 495
9468.80641341209 214 495
9474.61010766029 39 506
9606.1018383503 32 516
9613.22321677208 132 483
9661.05635237694 401 553
9710.99646234512 158 624
9747.72657752037 55 695
9752.38893795013 368 618
9827.19799566269 39 593
9930.18818020821 39 162
9975.63271450996 257 349
10000.5544829369 405 584
10147.4101948738 135 382
10159.7261297703 268 711
10170.3960664272 97 296
10178.4530508518 142 158
10363.0235211849 213 266
10483.3900444508 32 732
10514.6934764385 222 410
10529.3427150249 132 446
10556.9922735691 32 732
10635.5025720596 234 351
10705.6902842522 24 546
10796.1305632591 328 516
10801.4514346123 83 448
10831.3088786602 207 268
10885.9255945683 108 466
10905.7428445816 108 466
10920.3146677017 117 320
10930.9664950371 332 384
10975.4733021259 117 320
10993.4441990852 405 589
11009.7911179066 173 278
11060.1380341053 288 619
11292.3170256615 280 691
11398.2422430515 341 760
11407.1635820866 708 709
11474.008895874 39 162
11482.7466275692 213 311
11490.7344219685 341 772
11513.4519426823 280 691
11605.1106953621 55 149
11648.6712663174 80 411
11652.8146893978 51 351
11751.2991714478 142 737
11763.0348904133 465 588
11825.7996075153 213 737
11891.0999269485 14 697
11895.5382196903 467 523
11929.3933987617 571 643
12100.044024229 246 541
12414.1229102612 85 193
12455.952750206 157 559
12470.4742546082 173 278
12607.1516354084 224 663
12674.6154704094 189 202
12768.0490469933 194 347
12803.1829807758 29 192
12811.3343074322 192 261
12813.0813295841 29 192
12885.1505143642 230 706
12963.8330726624 14 732
12979.0601398945 14 732
13050.3272440434 250 630
13234.6744046211 619 755
13269.5514631271 22 214
13282.5539801121 619 755
13286.9653623104 673 750
13289.5084993839 619 755
13322.3133766651 37 770
13326.0877888203 691 761
13478.8315210342 142 621
13514.0281345844 230 341
13557.6869370937 106 201
13820.3801629543 332 720
13824.0463793278 720 738
13857.5193424225 125 148
13913.4601404667 148 662
13924.4942138195 755 758
13936.5597202778 755 758
14014.720924139 68 553
14124.5212697983 37 378
14128.3922584057 68 534
14400.6572220325 571 657
14961.5627646446 269 764
15054.5646247864 98 393
15243.696808815 193 298
15610.4566390514 251 561
15646.6681938171 200 251
15713.3636097908 74 128
15958.9662919044 614 725
15988.2777183056 644 666
16003.1713533401 133 345
16038.7179481983 133 345
16049.0316889286 125 347
16064.8500723839 133 345
16117.5562980175 666 730
16549.1096308231 620 649
16565.6775274277 86 280
16897.1930139065 231 770
16913.6443264484 399 487
16926.656475544 68 234
16956.1710786819 47 330
16958.4986431599 746 750
17044.0961410999 224 381
17081.0269567966 296 405
17101.7162220478 74 194
17153.766374588 94 703
17155.5941233635 217 603
17160.982026577 42 140
17197.6810240746 14 463
17329.8779923916 94 194
17395.7289023399 67 407
17449.0083842278 104 495
17470.3040766716 399 553
17539.3311338425 213 267
17625.6668047905 28 524
17645.3181653023 443 556
17657.2831161022 130 488
17772.0934460163 644 729
17885.8747894764 596 632
17948.2752151489 60 406
17959.7469551563 683 724
18098.9369080067 452 556
18109.8904263973 310 646
18234.3888225555 14 201
18269.9570217133 354 478
18465.5439481735 332 649
18766.6112771034 128 214
18789.4362511635 613 625
18798.7200605869 175 216
18854.3126888275 130 134
18920.950851202 15 162
18923.6029832363 199 763
18961.4516937733 649 683
18990.8340778351 266 360
19040.7796599865 583 779
19224.2827765942 191 208
19232.5922019482 243 260
19237.5748877525 3 344
19339.8382694721 635 707
19452.3259413242 53 261
19512.2801496983 17 119
19556.7052996159 723 737
19576.386059761 34 325
19590.6644198895 201 279
19595.5481386185 43 382
19599.1607649326 341 624
19620.9460482597 336 534
19624.8181467056 666 770
19709.1333935261 510 716
19727.8411626816 34 54
19758.7953314781 96 180
19798.0950505733 81 372
19804.7263798714 406 407
19820.5989613533 189 264
19845.4392359257 288 614
19930.6553170681 614 616
19931.5251579285 42 70
19945.482254982 478 550
19972.1040890217 460 532
19996.270960331 107 587
20002.7674295902 85 186
20002.7851574421 38 628
20212.9518592358 695 703
20272.0979554653 199 710
20361.7623848915 321 703
20362.6752357483 55 484
20363.7468869686 126 374
20389.0788831711 67 71
20393.5536460876 50 180
20397.7671375275 140 326
20403.9472682476 126 469
20443.0951304436 556 605
20444.2529842854 454 556
20450.9058132172 552 695
20479.0037794113 341 357
20496.2186968327 140 314
20510.7952373028 120 190
20582.7463700771 323 453
20596.431800127 329 545
20606.5811579227 696 707
20617.0705764294 117 217
20635.9662556648 20 540
20636.206766367 332 613
20647.5498633385 213 267
20648.5531122684 631 664
20658.7981226444 217 253
20681.749478817 316 341
20710.8696429729 490 779
20738.972878933 76 180
20764.878287077 20 402
20778.1744046211 42 119
20808.0853631496 202 450
20839.4108595848 194 338
20843.0227026939 130 486
20873.5525867939 117 272
20877.624620676 46 251
20878.7299740314 202 217
20892.6389944553 448 487
20892.8357551098 101 134
20937.2977766991 547 570
20955.5808348656 43 394
20980.7012836933 95 253
20995.5880761147 188 288
21004.545157671 14 55
21017.7054262161 164 583
21033.8886752129 405 764
21049.6310265064 248 729
21052.0030298233 436 461
21062.1269786358 210 689
21076.929913044 132 557
21084.9820814133 362 695
21118.0188872814 41 298
21144.9011051655 29 176
21176.8254361153 55 298
21188.498765707 86 703
21213.5938076973 199 465
21236.9053318501 71 295
21240.9940881729 341 463
21274.3319818974 13 162
21281.0695614815 332 589
21281.7287621498 458 488
21317.9145951271 36 191
21387.5806708336 635 735
21397.2083764076 695 703
21406.7846448421 354 515
21410.4610805511 691 769
21418.5901763439 156 374
21435.1881883144 155 163
21435.2035903931 5 723
21444.8291540146 88 107
21518.9063026905 52 237
21523.1597216129 64 695
21553.2645077705 210 217
21569.0944764614 3 465
21576.3220045567 99 360
21599.9704408646 616 764
21604.4200143814 237 506
21611.3809432983 101 126
21627.7359747887 80 153
21636.4060821533 252 602
21648.0983865261 71 347
21654.415851593 215 757
21666.7058255672 14 313
21667.8550450802 41 103
21672.6126828194 74 426
21680.3405148983 55 537
21691.2134850025 22 330
21730.4554903507 431 445
21749.1768586636 243 658
21777.1292581558 727 729
21797.6888468266 87 715
21807.1480209827 15 375
21814.0585947037 155 730
21818.0976836681 55 71
21841.9352116585 74 658
21846.6371953487 203 557
21847.6296103001 85 87
21851.245865345 153 175
21896.7414593697 85 199
21901.4793732166 125 423
21925.3289811611 341 654
21947.4464082718 43 106
21950.290756464 87 565
21961.6355044842 237 509
22002.7715489864 121 764
22017.843452692 138 160
22032.1928975582 527 570
22034.3739321232 707 711
22044.1206681728 408 726
22068.5306246281 6 742
22071.1437382698 25 572
22076.2414617538 330 748
22082.7588970661 58 676
22088.7588677406 707 711
22091.2260603905 288 733
22103.0031716824 583 701
22105.8514163494 55 96
22106.2624559402 22 351
22117.9762499332 72 374
22139.891040802 127 148
22143.3372550011 228 541
22173.3534772396 171 723
22183.5778691769 602 670
22192.9246046543 356 639
22195.1650869846 104 228
22203.2264635563 71 768
22212.7917172909 684 738
22221.9347951412 311 726
22225.3889091015 737 769
22230.2893424034 17 645
22255.4677641392 136 776
22257.3628265858 542 763
22259.7715733051 41 162
22292.9178328514 154 579
22294.082716465 512 552
22301.2253830433 132 189
22331.0275435448 201 604
22343.885181427 67 227
22358.8836898804 161 321
22366.8669309616 17 71
22372.9978220463 276 298
22378.3428244591 116 397
22383.3820877075 338 772
22388.2961437702 144 558
22389.9383423328 330 591
22396.2837805748 467 505
22424.2970609665 190 331
22436.0293779373 50 215
22443.3912217617 321 331
22455.2218031883 294 730
22455.8769514561 202 251
22463.6368327141 251 486
22470.1066906452 178 762
22476.7882535458 125 340
22479.2190086842 107 509
22487.65041399 267 419
22494.2962698936 39 251
22494.5377836227 18 689
22494.8929414749 14 106
22496.7180082798 448 469
22498.5853121281 126 170
22498.7763307095 531 551
22516.329852581 454 532
22516.7121062279 98 329
22517.1007466316 217 240
22545.6632106304 28 540
22550.376086235 5 755
22552.8895232677 468 522
22566.6817529202 237 587
22567.3608160019 278 483
22567.980335474 85 120
22569.9872970581 223 703
22571.927138567 154 579
22574.736413002 22 260
22579.9471347332 71 537
22580.1907234192 231 612
22584.4232475758 52 114
22585.9675421715 216 379
22615.9190065861 125 278
22615.9844992161 95 719
22619.7245359421 94 194
22619.7496600151 300 558
22628.8018312454 29 210
22642.6488931179 621 685
22643.8739645481 125 278
22648.0977463722 78 154
22670.6801905632 122 463
22675.576654911 23 699
22680.6143789291 20 199
22705.9581599236 2 171
22711.0248556137 236 544
22713.7897844315 74 318
22728.6892139912 45 279
22729.5461127758 214 421
22732.1493856907 180 407
22740.1449940205 45 138
22740.395096302 55 403
22763.4355325699 71 421
22766.7648797035 28 290
22775.0825359821 120 397
22775.4819788933 223 374
22790.1554415226 112 574
22792.4119954109 215 465
22796.3546900749 41 390
22800.7108902931 737 768
22812.2312712669 87 763
22816.3523204327 40 73
22817.0015985966 45 71
22821.1446416378 299 510
22821.240973711 193 495
22821.608458519 5 662
22853.9665307999 139 268
22866.3702275753 154 557
22870.8899199963 182 734
22871.0797891617 107 264
22876.3276715279 571 720
22876.4100422859 459 522
22878.4651882648 217 229
22879.2423331738 38 639
22886.6110925674 374 703
22888.8178040981 349 479
22920.051533699 154 340
22925.9238140583 55 174
22926.8036363125 320 437
22943.5751478672 136 411
22944.4014444351 122 321
22946.4165062904 249 325
22949.5490083694 101 361
22954.5034041405 58 95
22959.3316450119 55 546
22967.3078119755 365 391
22967.5727241039 474 532
22971.2724244595 338 724
22975.3824958801 234 485
22976.2168147564 41 243
22976.7546162605 14 528
22977.6194269657 542 763
22982.0782279968 628 720
22983.4941718578 128 766
22984.1379439831 276 483
22994.5485219955 55 401
23002.9256324768 136 154
23017.0724980831 46 340
23030.0346167088 714 772
23038.5559871197 380 619
23045.2156112194 116 169
23046.1098928452 55 154
23055.0544879436 22 544
23055.223031044 112 130
23063.9124033451 94 579
23064.7456524372 290 539
23065.6496450901 95 154
23073.3103904724 191 626
23080.9089412689 58 154
23084.4027371407 37 373
23084.5520017147 248 657
23085.2160208225 459 522
23099.1653821468 42 126
23099.7901594639 278 374
23100.5232477188 321 393
23109.2729446888 251 348
23110.0478341579 143 148
23112.4577240944 71 124
23119.4594290257 299 359
23120.491969347 178 290
23123.1010997295 510 532
23129.8486542702 154 349
23131.1272597313 132 779
23134.5817713737 307 340
23141.7065834999 25 87
23141.9054818153 217 352
23145.4530746937 115 423
23147.6744353771 112 173
23149.5657811165 101 266
23153.3782207966 673 735
23159.1724984646 638 701
23167.9805541039 382 768
23173.0708117485 252 602
23180.5335965157 107 326
23183.1331312656 14 23
23191.0911407471 136 186
23197.4903233051 290 393
23198.1799981594 298 542
23198.5553328991 154 427
23202.8848526478 60 114
23203.2473902702 454 586
23218.1084303856 55 485
23218.7471020222 234 706
23226.8997838497 55 507
23230.2809112072 165 733
23232.0086503029 727 753
23234.4327869415 727 753
23236.1196687222 635 730
23246.9003169537 41 345
23247.8370597363 519 532
23262.754357338 216 356
23266.3765480518 200 278
23278.3874018192 737 769
23283.2250955105 290 359
23285.7127130032 325 403
23295.2291107178 212 610
23296.2164540291 64 320
23302.0481753349 200 278
23306.3058598042 175 697
23306.7323670387 43 199
23308.7167854309 277 332
23319.528908968 52 448
23322.5605924129 38 157
23335.4375302792 292 615
23347.302097559 480 552
23351.3683133125 115 763
23352.340834856 613 687
23353.4654626846 281 290
23354.8982312679 63 539
23356.4396696091 671 723
23362.2585370541 307 650
23364.906788826 144 230
23369.9701836109 20 41
23370.1662311554 55 712
23373.4342610836 76 343
23385.4709136486 646 650
23385.6746346951 403 557
23386.306201458 17 154
23396.3938484192 425 646
23411.7385993004 204 674
23424.9898760319 580 645
23443.1569991112 273 321
23449.0658397675 71 371
23449.6767942905 45 737
23455.9099190235 217 495
23456.0433452129 190 758
23461.073718071 109 706
23474.2096602917 116 755
23475.5641443729 115 542
23480.2851252556 74 548
23481.140257597 622 661
23482.9174928665 3 479
23494.7692503929 114 690
23495.0512421131 45 157
23498.4479579926 95 154
23503.3966653347 14 751
23511.7809267044 225 661
23515.5783522129 32 446
23517.2023105621 14 290
23519.5860207081 591 730
23535.8336410522 257 695
23544.1253857613 452 477
23545.2561585903 480 552
23546.7902154922 591 730
23553.1384840012 119 602
23555.7667741776 104 732
23562.7107594013 200 506
23566.3670086861 388 739
23572.052750349 255 360
23574.3135950565 139 232
23576.4181361198 14 281
23583.3930475712 45 184
23591.4745104313 47 201
23598.6537771225 14 71
23599.4183421135 64 153
23606.4109094143 197 602
23609.5349707603 140 458
23624.7586627007 175 697
23633.9775810242 252 726
23637.4962596893 290 341
23639.9978117943 340 718
23645.1731519699 82 640
23652.2909219265 129 540
23658.2424416542 22 561
23659.8860094547 591 775
23661.4666359425 141 747
23667.1674861908 78 697
23667.5092494488 225 643
23667.7935597897 14 290
23670.9978654385 225 379
23676.592618227 309 387
23677.1710453033 101 470
23678.430765152 547 551
23681.6371142864 251 272
23685.9462878704 638 710
23687.301251173 446 485
23687.5490090847 621 723
23690.5158424377 388 437
23691.1842906475 217 272
23691.268517971 14 363
23702.9937756062 153 248
23705.0749762058 255 528
23710.0970160961 447 570
23712.9314670563 280 723
23721.4396579266 161 480
23722.0882389545 311 446
23741.372120142 167 400
23743.1063828468 104 544
23745.852858305 288 539
23752.8402645588 671 729
23752.9029414654 156 399
23755.2653694153 216 432
23759.8315815926 51 135
23774.5859148502 133 167
23774.7819499969 228 747
23779.8138093948 340 649
23783.3092992306 154 217
23787.0546011925 553 565
23789.9182157516 537 574
23792.9563763142 81 446
23800.4578006268 71 509
23817.0830786228 81 446
23818.8040909767 662 689
23821.9525196552 101 308
23822.8920345306 311 591
23827.8429038525 27 316
23828.4575464725 62 117
23828.6369760036 153 741
23846.712874651 37 573
23854.9359331131 178 228
23857.625398159 199 481
23859.0197834969 63 354
23863.5480751991 345 700
23866.5974187851 101 470
23878.3657615185 115 361
23881.2737038136 154 251
23882.9613194466 25 401
23889.2664365768 101 214
23889.9521977901 312 579
23893.9644548893 303 379
23896.3794007301 74 710
23897.8462765217 237 278
23899.7720770836 243 658
23902.4772758484 595 668
23903.8358168602 154 331
23904.2887964249 225 341
23907.4389259815 14 562
23916.2218036652 95 539
23918.0668056011 48 464
23920.4880671501 154 579
23920.7990717888 154 263
23928.0923428535 58 193
23930.6651434898 55 154
23935.5726861954 55 154
23937.5708992481 243 579
23951.9809720516 154 175
23951.982786417 71 154
23952.7748699188 107 215
23957.4420151711 104 732
23959.9830679893 78 478
23962.2516517639 308 641
23966.9851689339 154 213
23973.5385541916 646 679
23974.5228245258 91 548
23974.8012192249 14 244
23980.160825491 133 155
23983.6851270199 154 579
23983.9055631161 157 771
23983.9373002052 46 552
23990.7623121738 71 154
23992.248052597 452 542
23992.8781614304 112 772
23996.9949407578 335 553
23997.992767334 255 760
24001.1883997917 61 706
24001.8607940674 14 646
24003.6043217182 340 702
24008.3168766499 227 239
24008.6927108765 401 703
24009.2725417614 154 579
24010.9755423069 127 361
24012.8233940601 260 630
24014.416046381 237 506
24016.3081429005 154 217
24016.9258675575 61 706
24018.9607005119 124 291
24021.6632785797 754 758
24022.3706538677 101 695
24029.104984045 610 701
24034.2497398853 94 579
24038.8268034458 683 689
24039.5523433685 612 670
24047.0362560749 104 744
24047.0410277843 4 427
24047.2433750629 272 321
24047.4139742851 154 448
24054.0141642094 340 588
24058.3636317253 158 737
24060.412528038 201 584
24062.7269892693 107 340
24064.2432248592 127 290
24071.0824401379 469 510
24080.9269609451 405 589
24082.845136404 141 186
24084.2475390434 108 340
24089.0198085308 295 473
24089.9491100311 181 345
24101.7201659679 45 340
24102.416916132 286 760
24103.5675630569 41 42
24109.6852309704 4 594
24110.7535457611 388 397
24111.6247093678 671 738
24112.7372760773 154 340
24117.7974190712 4 154
24119.6823832989 118 217
24120.7443697453 622 754
24124.4650855064 126 263
24126.452101469 71 361
24126.4705326557 251 401
24136.2004640102 446 459
24136.3331241608 144 420
24137.1463065147 248 356
24137.221405983 85 532
24141.0458817482 101 351
24144.2105715275 489 552
24148.4859311581 4 158
24149.3251645565 122 253
24159.6438083649 27 453
24159.8866820335 39 466
24169.9308273792 73 214
24175.5656218529 45 167
24178.6109519005 4 583
24179.154430151 300 356
24188.2550907135 101 458
24198.1265113354 129 695
24201.0398929119 61 706
24203.1276464462 276 489
24207.4949622154 664 679
24208.8958535194 17 579
24210.5809781551 175 314
24211.7372643948 41 240
24214.1034376621 13 45
24214.8953547478 307 406
24216.4040038586 45 181
24217.5680594444 135 192
24220.9805366993 46 102
24224.1336472034 229 316
24227.0449621677 194 480
24230.2711265087 251 588
24232.5356166363 528 627
24233.3952879906 73 204
24235.2125089169 210 603
24236.6280422211 136 361
24239.5701377392 296 757
24239.8426949978 4 118
24249.9573512077 122 574
24253.0752139091 680 688
24254.7382395267 512 539
24260.5872542858 496 550
24264.9464490414 574 721
24266.6005749702 298 732
24271.1200759411 679 684
24274.8082430363 63 236
24275.3815155029 217 279
24281.2955188751 355 751
24288.686154604 50 251
24291.3314878941 374 748
24293.3600940704 13 208
24306.5413160324 331 409
24307.473490715 126 450
24309.5222821236 73 574
24313.9316072464 74 243
24313.9329574108 365 574
24330.5629880428 671 729
24334.5116224289 177 695
24338.4961943626 32 126
24340.2018413544 138 431
24341.8937518597 127 537
24342.0699543953 405 626
24343.7532167435 117 284
24344.5577127934 680 723
24347.5988419056 202 703
24348.4644002914 25 427
24348.6045117378 507 732
24350.4521975517 268 676
24359.5585286617 25 127
24361.946315527 388 762
24368.0363814831 176 641
24370.8205368519 95 478
24370.9720525742 238 758
24373.6251077652 288 747
24375.0671527386 621 724
24375.1087787151 390 579
24381.9917993546 478 501
24382.3058853149 119 537
24384.3986101151 229 294
24384.7993984222 83 773
24384.9188694954 449 579
24388.9793891907 425 572
24391.3469274044 356 711
24394.9448003769 600 610
24403.3011050224 594 675
24406.3627817631 401 513
24420.3392660618 162 612
24424.3165330887 356 710
24425.0426568985 42 73
24425.150878191 73 454
24427.0608048439 250 600
24433.3078188896 25 57
24437.1869883537 91 653
24438.4838764668 251 539
24440.0130558014 390 579
24440.1771149635 251 539
24442.1645076275 611 742
24442.3026661873 478 520
24450.6255781651 662 766
24457.1789176464 41 326
24460.3755228519 41 483
24470.0907595158 662 766
24471.1524643898 215 269
24471.5321784019 119 120
24473.786575079 633 745
24474.4890079498 22 77
24474.8401861191 3 326
