"id" "name" "terminalName" "lat" "long" "installed" "locked" "installDate" "removalDate" "temporary" "nbBikes" "nbEmptyDocks" "nbDocks"
"132" "Bethnal Green Road, Shoreditch" "000973" "51.52364804" "-0.074754872" "true" "false" "1279199520000" "" "false" "13" "24" "38"
"133" "Derry Street, Kensington" "003436" "51.50136494" "-0.191462381" "true" "false" "1279200240000" "" "false" "18" "0" "18"
"134" "Wapping High Street, Wapping" "001039" "51.504904" "-0.06797" "true" "false" "1279200900000" "" "false" "0" "20" "20"
"135" "Clerkenwell Green, Clerkenwell" "001053" "51.52326004" "-0.104708922" "true" "false" "1279201080000" "" "false" "18" "1" "21"
"136" "Queen Victoria Street, St. Paul's" "001048" "51.51196176" "-0.097441687" "true" "false" "1279201200000" "" "false" "29" "3" "32"
"137" "Bourne Street, Belgravia" "001119" "51.49087475" "-0.153319609" "true" "false" "1279205040000" "" "false" "9" "7" "16"
"138" "Green Street, Mayfair" "003464" "51.51227622" "-0.157436972" "true" "false" "1279205220000" "" "false" "1" "18" "19"
"139" "Lambeth Road, Vauxhall" "001078" "51.49488108" "-0.117974901" "true" "false" "1279205460000" "" "false" "5" "13" "18"
"140" "Finsbury Square , Moorgate" "001056" "51.52096262" "-0.085634242" "true" "false" "1279205580000" "" "false" "32" "1" "33"
"141" "Chapel Place, Marylebone" "001003" "51.51530805" "-0.147203711" "true" "false" "1279210980000" "" "false" "27" "2" "29"
"142" "West Cromwell Road, Earl's Court" "001001" "51.49372451" "-0.198286569" "true" "false" "1279211220000" "" "false" "14" "10" "24"
"143" "Pont Street, Knightsbridge" "001114" "51.4968865" "-0.161203828" "true" "false" "1279211400000" "" "false" "22" "2" "24"
"144" "Kennington Cross, Kennington" "001093" "51.48894022" "-0.111435796" "true" "false" "1279211580000" "" "false" "5" "40" "47"
"145" "Ilchester Place, Kensington" "001115" "51.50074359" "-0.202759212" "true" "false" "1279212180000" "" "false" "6" "17" "24"
"146" "Vauxhall Bridge , Pimlico" "001046" "51.48836528" "-0.129361842" "true" "false" "1279212360000" "" "false" "17" "16" "35"
"147" "Portugal Street, Holborn" "003456" "51.51494305" "-0.11614642" "true" "false" "1279214760000" "" "false" "10" "6" "16"
"148" "Tachbrook Street, Victoria" "000965" "51.49211134" "-0.138364847" "true" "false" "" "" "false" "6" "10" "16"
"149" "Kennington Road Post Office, Oval" "001073" "51.48478899" "-0.110683213" "true" "false" "1279215360000" "" "false" "1" "16" "18"
"150" "Holy Trinity Brompton, Knightsbridge" "001002" "51.49705603" "-0.168917077" "true" "false" "1279215540000" "" "false" "19" "9" "28"
"151" "Chepstow Villas, Notting Hill" "001120" "51.51213691" "-0.201554966" "true" "false" "1279215720000" "" "false" "0" "26" "26"
"152" "Hampton Street, Walworth" "001118" "51.49217002" "-0.101536865" "true" "false" "1279215900000" "" "false" "7" "14" "21"
"154" "Waterloo Station 3, Waterloo" "001072" "51.50379168" "-0.11282408" "true" "false" "" "" "false" "2" "32" "35"
"155" "Lexham Gardens, Kensington" "001121" "51.49586666" "-0.191933711" "true" "false" "1279272660000" "" "false" "1" "18" "19"
"156" "New Kent Road, The Borough" "000966" "51.49443626" "-0.092921165" "true" "false" "1279273080000" "" "false" "3" "27" "33"
"157" "Wright's Lane, Kensington" "001094" "51.50039792" "-0.193068385" "true" "false" "1279273200000" "" "false" "17" "20" "37"
"158" "Trebovir Road, Earl's Court" "001113" "51.49085368" "-0.196170309" "true" "false" "1279273320000" "" "false" "14" "4" "18"
"159" "Great Marlborough Street, Soho" "001125" "51.51461995" "-0.137841333" "true" "false" "1279273560000" "" "false" "38" "1" "39"
